"Class Action Settlements","Settlement Alert: Evans Delivery Will Pay $2.8 Million to Settle Lawsuit","https://considertheconsumer.com/class-action-settlements/evans-delivery-class-action-settlement","Consider The Consumer","October 11, 2020","A class action lawsuit filed against Evans Delivery has been resolved after a group of truck drivers agreed to settle for $2.8 million.Â 
According to reports, the Class Members alleged that they were wrongly classified as independent contractors instead of regular employees and therefore were denied benefits.
Last September 24, U.S. District Judge Dale S. Fischer approved the deal between Evans Delivery Company of Schuylkill Haven, Pa.
This settlement entitles the drivers to receive a share from $1.7 million. The payments they will receive individually will be based on the number of drivers who participate in the agreement and the amount of time spent on Evans.
This deal will cover 275 truckers who worked for Evans Delivery between Nov. 8, 2014, and Sept. 24, 2020.
Despite the allegations. Evan didn&#8217;t admit to any wrongdoing. However, they offered the settlement.
In this deal, the five lead plaintiffs are entitled to receive an award of $7,500 for participating in the lawsuit. Meanwhile, the plaintiffsâ€™ lawyers will receive no more than one-third of the total settlement payout, or $933,333.33, plus a maximum of $20,000.00 in expenses.Â 
Also, the settlement administrator, who will manage the payout distribution to the Class Members, will get $20,000.
Furthermore, Evans Delivery agreed to pay $50,000 in penalties to the California Labor and Workforce Development Agency as part of the settlement.
This article accentuates the current development of the Evans Delivery Class Action Lawsuit Settlement. If you are considered eligible to be among the class of consumers described in the article above, you may eventually be able to participate in receiving any compensation the court may award.
"
"Consumer News","Government Warns That Ransomware Victims Could Pay Penalties for Paying Hackers","https://considertheconsumer.com/consumer-news/ransomware-victims-could-pay-penalties-for-paying-hack","Consider The Consumer","October 10, 2020","Last Thursday, the Treasury Department announced new guidelines for ransomware victims. In these new guidelines, the U.S. government could ask the individuals or companies that allow payments to ransomware extortionists to pay for penalties.
The new guidelines state that facilitating these payments is a probable violation of the anti-money laundering and sanctions regulations.
Furthermore, the Treasure Department noted that violators could be held accountable to pay huge fines of up to $20 million.
â€œDemand for ransomware payments has increased during the COVID-19 pandemic as cyber actors target online systems that U.S. persons rely on to continue conducting business,â€ stated the Treasuryâ€™s Office of Foreign Assets Control (OFAC).
â€œCompanies that facilitate ransomware payments to cyber actors on behalf of victims, including financial institutions, cyber insurance firms, and companies involved in digital forensics and incident response, not only encourage future ransomware payment demands but also may risk violating OFAC regulations.â€
Also, the individual or the company could be fined even if they&#8217;re unaware that it was engaging or transacting with a sanctioned entity. Thus, ransomware is reminded that it&#8217;s important to talk to the OFAC before issuing any sort of payment.
&#8220;OFAC encourages victims and those involved with addressing ransomware attacks to contact OFAC immediately if they believe a request for a ransomware payment may involve a sanctions nexus,&#8221; the agency added.Â 
This piece is to inform you about the Government Warning That Ransomware Victims Could Pay Penalties for Paying Hackers.
For further information don&#8217;t hesitate to send us an email at 
"
"Class Actions","Wells Fargo Unpaid Hours Class Action Lawsuit","https://considertheconsumer.com/consumer-class-actions/wells-fargo-unpaid-hours-class-action-lawsuit","Consider The Consumer","October 9, 2020","A class action lawsuit was filed against Wells Fargo for allegedly permitting and/or requiring telephone-dedicated employees to perform unpaid work before and after their scheduled shift times.
Consumers claim that Wells Fargo knowingly required and/or permitted their employees to do unpaid work which includes but is not limited to booting up computers, initializing several software programs, reading company issued emails and instructions at the beginning of their shifts, and completing customer service calls, securing their workstations, locking their desk drawers, and securing any customer or proprietary information at the end of their shifts.
You can read about the case under the name
Are you or a family member employed with Wells Fargo and have experienced unpaid hours before and after the scheduled time shift? If you think that you are affected by this lawsuit send us a message today for help.
The class action lawsuit claims that â€œemployees had to be ready to handle a call at the start of their scheduled shift times. In order to be ready to handle a call, employees had to first boot up their computers and open various software programs necessary for handling a call. Employees had to be available to handle calls until the end of their scheduled shift time.â€
The complaint says that â€œafter accessing their computers, employees were required to open and initialize several software programs, such as DAT, Hogan, CIV, Visa, Claims, SOTA, among others. Opening all the necessary programs and systems would take additional time. Employees sometimes were required to read company emails and instructions prior to the start of their scheduled shift time.â€
Wells Fargo was accused of maintaining â€œa policy and practice of failing to pay employees for hours worked, such as the time engaged in work tasks completed before and after their shiftâ€¦ which should qualify as overtime within the meaning of applicable federal and state laws.â€
The class action lawsuit accuses the company of violating â€œthe FLSA, which requires non-exempt employees to be compensated for all hours worked including overtime work at a rate of one and one-half times their regular rate of pay.â€
Wells Fargo is accused of violating the Fair Labor Standards Act, N.C. General Statutes, California Labor Code, and the Unlawful and/or Unfair Competition Law Violations under the California Business &amp; Professions Code.
This piece is written about the recent Wells Fargo Unpaid Hours Lawsuit. If you are considered eligible to be among the class of consumers described in the class action, you may eventually be able to participate in receiving any compensation the court may award.
If you believe that what is alleged in the Wells Fargo Employee Unpaid Work Hours class action lawsuit has affected you, please donâ€™t hesitate to reach out to us. 
"
"Class Actions","Judge Approves Olympia Beer Class Action Lawsuit To Move Forward","https://considertheconsumer.com/consumer-class-actions/olympia-beer-class-action-lawsuit","Consider The Consumer","October 9, 2020","Recently, a California federal judge has ruled that Pabst should face false advertising claims on its Olympia Beer products.
U.S. District Judge Troy L. Nunley didn&#8217;t approve Pabst Brewing Co.â€™s motion to dismiss. According to the judge, the beer manufacturer should face the claims against them.
Pabst asserted that their marketing was not misleading customers into believing that Olympia Beer is made in Olympia, Washington. However, they aimed to evoke the â€œspiritâ€ of the region.
On the other hand, Judge Nunley didn&#8217;t accept this argument. The judge also discovered that consumers could be tricked by these advertisements since the original Olympia Beer brewery has shut down in 2003.Â 
â€œAs plaintiff alleges, the slogan â€˜Itâ€™s the Waterâ€™ denotes the quality of the naturally filtered, artesian water from the Olympia area of Washington,â€ Judge Nunley added.
Due to Judge Nunley&#8217;s ruling, plaintiff Brendan Peacock will continue with his claims under Californiaâ€™s Unfair Competition Law.
Last 2018, Peacock filed the Olympia Beer class action lawsuit, arguing about Pabstâ€™s marketing of its beer. According to him, the beerâ€™s manufacturing â€œfalsely create[es] the impressionâ€ that Olympia Beer is created with quality water from the region.
However, Olympia Beer is reportedly made across the country using local water supplies.
Peacock also argued that he and other consumers believed in representations that Olympia Beer was manufactured using â€œartesian waters.â€ Thus, they were allegedly made to believe that the beer was of a higher quality. Peacock also said that if he only knew that the beer wasn&#8217;t made with spring water, he wouldn&#8217;t purchase the beer at all.
Initially, the court dismissed Peacock&#8217;s first amended complaint. However, in the second amended complaint, it was approved that the plaintiff can move forward with his claims.
Have you bought Olympia Beer, thinking that the beers were made in Olympia, WA? Tell us your thoughts about this.
This piece aims to educate you about the existing Olympia Beer Class Action Lawsuit.
If you are considered eligible to be among the class of consumers described in the article above, you may eventually be able to participate in receiving any compensation the court may award.
"
"Class Actions","Walmart Misrepresented Lifetime Balancing and Tire Rotation Policy; Class Action Lawsuit Filed","https://considertheconsumer.com/consumer-class-actions/walmart-tire-class-action-lawsuit","Consider The Consumer","October 9, 2020","Walmart was filed with a class action lawsuit for allegedly misrepresenting the terms of its lifetime tire balancing and rotation policy for tires.
According to the class action lawsuit, Walmartâ€™s lifetime tire balancing and rotation policy indicate that consumers would get tire rotation and balance services every 7,500 miles for the life of the tires. However, they failed to live up to the promise as Walmart shut its Auto Care Centers down in March 2020 and has since then failed to provide the promised services.
You can read about the case under the name: 
Do you or a family member have a Walmart tire with a lifetime tire balancing and rotation policy and think that you are affected by this lawsuit? Contact us today for help.
The class action lawsuit claims that Walmartâ€™s â€œAuto Care Centers were voluntarily shuttered, and consumers were refused service at multiple store locations. â€œ
Walmart has over 2,500-plus Auto Care Centers across the US and their â€œlifetimeâ€ balancing and rotation policy promised that tire rotation and balance services will be provided every 7,500 miles for the life of the qualified tires. But consumers argue that â€œby virtue of its failure and/or refusal to perform under the terms of the policy, Defendantâ€™s representations were false and misleading.â€
The class action lawsuit alleges that Walmartâ€™s â€œfailure to perform under the terms of the purchased policy, and its false representations, marketing and advertising to that effect, constitute violations of state law.â€
Walmart is accused of breach of contract, violating Californiaâ€™s Consumers Legal Remedies Act (Cal. Civ. Code Â§ 1750, et seq., hereinafter â€œCLRAâ€), similar state laws of all other states, and violation of the duty of good faith and fair dealing.
This piece is written about the recent Walmart Tire Lawsuit. If you are considered eligible to be among the class of consumers described in the class action, you may eventually be able to participate in receiving any compensation the court may award.
If you believe that what is alleged in the Walmart Lifetime Tire Policy class action lawsuit has affected you, please donâ€™t hesitate to reach out to us. 
Weâ€™d be happy to help you take a step in the right direction, fight this issue, and better enable you to join the consumer class action. If interested, please send an email to Outreach@ConsiderTheConsumer.com, find us on
 Twitter
 or
 Facebook
, or even
 connect with us directly on our website!
 We look forward to hearing from you all.
Similarly, please check out our
 current list of Class Actions and Class Action Investigations, here.
Interested in articles like these? Become a subscriber below!
"
"Class Actions","Samsung Galaxy S7 Class Action Lawsuit Filed","https://considertheconsumer.com/consumer-class-actions/samsung-galaxy-s7-class-action-lawsuit","Consider The Consumer","October 9, 2020","A class action lawsuit was filed against Samsung Electronics America for allegedly misleading and deceiving consumers with the false advertising of their Galaxy S7 cellphones that claim the smartphones are water-resistant.
Consumers contend that Samsungâ€™s claim of water-resistant Galaxy S7 is false and untrue. Advertising materials for the phones show people snorkeling, surfing, and kayaking with their phones and represents that the phones â€œrepel spills, splashes, and even dunksâ€ in water. However, the reality is the phones fail after being submerged in water for a short period of time.
You can read about the case under the name
Do you or a family member own a Samsung Galaxy S7 that failed after being submerged for a short time in water? If you think that you are affected by this lawsuit send us a message today for help.
According to the class action lawsuit, â€œin a nationwide advertising campaign, Samsung portrays people dunking Galaxy S7 phones in fish tanks, spraying Galaxy S7 phones with jets of water and dousing them with champagne, and holding the phones while kayaking through river rapids and surfing in the ocean. Such depictions of water resistance permeate Samsungâ€™s advertisements of the Galaxy S7 phones, and the claimed water-resistant feature distinguishes these phones from similar products marketed and sold by Samsungâ€™s competitors. As part of its advertising campaign, Samsung consistently represents that the S7 Phone is â€˜water-resistant up to 5 feet of water for up to 30 minutes.â€™â€
A few of Samsungâ€™s marketing lines include â€œBecause water happensâ€, â€œFeel free to get your phone wetâ€, â€œrepel spills, splashes, and even dunks so you wonâ€™t be putting all your hopes in a pathetic bowl of riceâ€.
The claims were false and misleading, however as a consumerâ€™s phone â€œwas permanently damaged after she briefly dropped it in shallow water. The Galaxy S7 phones of many other consumers likewise have sustained damage from exposure to liquid or moisture.â€
The lawsuit further claims that â€œSamsungâ€™s representations inducedâ€¦ millions of consumers like her to purchase Samsungâ€™s purportedly water-resistant phones. Had these consumers known that Samsungâ€™s representations of water resistance were not accurate, they would not have purchased a Galaxy S7 phone, or they would have paid significantly less for the product.â€
Samsung is accused of committing fraud, violating the False Advertising Law (â€œFALâ€), Unfair Competition Law (â€œUCLâ€), and unjust enrichment.
This piece is written about the recent Samsung Galaxy S7 Water-Resistant False Advertising Lawsuit. If you are considered eligible to be among the class of consumers described in the class action, you may eventually be able to participate in receiving any compensation the court may award.
If you believe that what is alleged in the Samsung Galaxy S7 Water-Resistant False Advertising class action lawsuit has affected you, please donâ€™t hesitate to reach out to us. 
"
"Consumer News","Chicken Salad Recall: Willow Tree Poultry Farm Ready-to-Eat Chicken Salad","https://considertheconsumer.com/recalls/the-willow-tree-poultry-farm-ready-to-eat-chicken-salad-reca","Consider The Consumer","October 9, 2020","Recently, the Willow Tree Poultry Farm of Attleboro, Mass. has announced its recall of around 6,890 pounds of ready-to-eat (RTE) chicken salad.
According to reports, the company issued the recall because the product may have walnuts. Walnut is an allergen that wasn&#8217;t declared on the label.
As of this time, the company hasn&#8217;t received any reports of adverse reactions.
This item product on September 2, 2020, is included in the recall:
15-oz. clear, plastic containers labeled as â€œWillow Tree Premium White Meat CHICKEN SALAD Classicâ€ with a sell-by date of â€œ9/30/20â€ and a timestamp of 13:00:00 through 17:00:00 on the containersâ€™ cellophane lid.
The recalled chicken salad has an establishment number â€œEST. P-8827â€ inside the USDA mark of inspection. Moreover, these items were distributed to retail locations in Connecticut, the District of Columbia, Maine, Maryland, Massachusetts, New Hampshire, Rhode Island, Vermont, and Virginia.
Have you purchased and consumed Willow Tree Poultry Farm Recalls Ready-to-Eat Chicken Salad thinking that it doesn&#8217;t have walnuts? Did you experience any allergic reaction? Tell us about it.
For consumers who bought these products, you are advised to stop consuming the item. Instead, kindly discard or return the recalled product to the place where you bought it.
Meanwhile, for consumers who have further questions, you may call Alex Cekala at (508) 951-835. or by email at ACekala@willowtreefarm.com.
This piece is to inform you about The Willow Tree Poultry Farm Ready-to-Eat Chicken Salad Recall.
If you are considered eligible to be among the class of consumers described in the article above, you may eventually be able to participate in receiving any compensation the court may award.
"
"Class Actions","Cars.com Class Action Lawsuit Filed for California Privacy Law Violation","https://considertheconsumer.com/consumer-class-actions/cars-com-class-action-lawsuit","Consider The Consumer","October 9, 2020","A Cars.com class action lawsuit was filed for the company&#8217;s alleged recording of visitorsâ€™ activity when they visit the website without the knowledge of the visitors, a clear violation of state privacy law.
The lawsuit claims that Cars.com and tech company Lead Intelligence, which does business under the name Jornaya, violated the California Invasion of Privacy Act when Cars.com used the services of Jornaya to track the activity of visitors on the website.
You can read about the case under the name: 
Have you or a family member ever visited Cars.com and think that the website might be secretly observing and recording your browsing activity? If you think you are affected by this lawsuit, contact us today.
According to the class action lawsuit, â€œthe wiretap, which is embedded in the computer code of Cars.com, is used by defendants to secretly observe and record website visitorsâ€™ keystrokes, mouse clicks the entry of personally identifiable information in real-time. By doing so, defendants have violated the California Invasion of Privacy Act.â€
Two programs were created by Jornaya to be used by companies for telemarketing, TCPA Guardian and LeadiD. These programs â€œhelp businesses evade the Telephone Consumer Protection Act by creating evidence of purported consent to receive telemarketing calls, and to secretly collect data from website users for marketing purposes.â€
A technology called Visual Playback was also created by Jornaya to record a consumerâ€™s activity on the website, such as keystrokes, mouse clicks, and â€œother interactionsâ€, which is triggered when a consumer lands on the website.
&nbsp;â€œIn short, Jornayaâ€™s software functions as a wiretap, and Jornaya is a self-admitted eavesdropper who uses those wiretaps,â€ the lawsuit claims.
The California Invasion of Privacy Act was passed in 1967 to protect residents from unlawful recording, monitoring, or eavesdropping. It was primarily applied for telephone activity but has recently been cited for internet activity as well.
This piece is written about the recent Cars.com Privacy Violation Lawsuit. If you are considered eligible to be among the class of consumers described in the class action, you may eventually be able to participate in receiving any compensation the court may award.
If you believe that what is alleged in the Cars.com lawsuit has affected you, please donâ€™t hesitate to reach out to us. 
"
"Consumer News","Recall Alert: Nissan Recalls 150 Vehicles Due to Defective Rear Window Glass","https://considertheconsumer.com/recalls/nissan-recall","Consider The Consumer","October 9, 2020","Nissan North America has announced its recall of 150 model year 2020 Altimas, Maximas, and Leafs.
The company issued the recall due to its defective rear window glass. According to reports, the rear window glass could not stay properly secured to the car.
If a rear window glass separates from the vehicle, it could increase the risks of a crash.
Have you purchased any of the vehicles being recalled? Let us know your thoughts about the recent Nissan recall.
Nissan confirmed that they will inform the owners about the recall. Meanwhile, dealers will take charge of replacing the back window glass free of charge.
The recall of the 150 model year 2020 Altimas, Maximas, and Leafs is set to start on November 4, 2020.
Meanwhile, owners who have further questions may call Nissan customer service at (800) 867-7669. Furthermore, the recall number for Nissan is PC752.
This piece is to inform you about The Nissan Recall.
If you are considered eligible to be among the class of consumers described in the article above, you may eventually be able to participate in receiving any compensation the court may award.
"
"Consumer News","Mac Users May Need Latest Security Chip to Stream Netflix in 4K","https://considertheconsumer.com/consumer-news/security-chip-to-stream-netflix-in-4k","Consider The Consumer","October 9, 2020","At Appleâ€™s next system software release of the macOS Big Sur, reports indicate that Netflix may only stream in 4K to Macs that have a T2 security chip. Apple has yet to announce the release date for Big Sur but rumors are saying it will be sometime this fall.
The T2 chip was produced starting in 2018. Models with this chip include:
To find out if your Mac has a T2 chip:
The 4K content stream will only be on Appleâ€™s Safari browser. Other browsers such as Google Chrome, Microsoft Edge, and Mozilla Firefox will apparently limit the stream to 720p on a Mac.
The situation may be linked to the fact that the T2 chip has the ability to process High-Efficiency Video Coding (HEVC) which twice as fast as its predecessor, the T1 chip.
HEVC is well-loved, which is evident in its winning a Primetime Emmy Engineering Award in 2017 for having a significant effect on television technology.
The 4K streams on Netflix are available on its Premium plan only.
This article is created to inform you of the news about the Netflix at 4K Stream Availability on Mac Users with T2 Security Chip. If you have questions regarding the news and its updates, please send us a message!
For further information, donâ€™t hesitate to send us an email at 
"
